Ngày,Khu vực,Nhà Phân Phối,Sản phẩm, Doanh thu 
15-Jan-2020,Miền Nam,FPT,SP 05, 68.85 
21-Jun-2020,Miền Nam,Gà Excel,SP 04, 238.00 
03-Dec-2019,Miền Nam,VNPT,SP 05, 45.90 
27-Dec-2020,Miền Trung,Viettel,SP 02, 77.41 
28-Mar-2019,Miền Nam,FPT,SP 02, 39.90 
07-Dec-2020,Miền Nam,Gà Excel,SP 07, 23.03 
10-Nov-2019,Miền Nam,VNPT,SP 07, 46.53 
12-Jan-2019,Miền Nam,Viettel,SP 08, 22.49 
16-Jun-2020,Miền Nam,FPT,SP 04, 32.98 
18-Dec-2019,Miền Bắc,Gà Excel,SP 08, 45.44 
26-Dec-2019,Miền Bắc,VNPT,SP 02, 38.70 
26-Apr-2019,Miền Bắc,Viettel,SP 03, 75.00 
19-Dec-2020,Miền Nam,FPT,SP 06, 60.00 
18-Aug-2019,Miền Trung,Gà Excel,SP 03, 25.00 
11-Jul-2020,Miền Trung,VNPT,SP 05, 44.75 
20-Nov-2020,Miền Nam,Viettel,SP 02, 77.81 
11-Dec-2020,Miền Bắc,FPT,SP 06, 29.40 
21-Nov-2020,Miền Trung,Gà Excel,SP 04, 66.64 
19-Dec-2020,Miền Trung,VNPT,SP 09, 25.00 
11-Jun-2020,Miền Bắc,Viettel,SP 04, 99.96 
28-Dec-2020,Miền Bắc,FPT,SP 07, 47.00 
22-Dec-2020,Miền Trung,Gà Excel,SP 06, 29.25 
06-Feb-2019,Miền Trung,VNPT,SP 01, 159.90 
07-Nov-2020,Miền Nam,Viettel,SP 02, 59.85 
10-Dec-2020,Miền Nam,FPT,SP 04, 100.47 
02-Dec-2019,Miền Bắc,Gà Excel,SP 09, 50.00 
21-May-2020,Miền Trung,VNPT,SP 04, 66.30 
24-Dec-2020,Miền Nam,Viettel,SP 08, 293.87 
02-Sep-2020,Miền Nam,FPT,SP 04, 34.00 
03-Dec-2019,Miền Nam,Gà Excel,SP 04, 100.47 
09-Dec-2019,Miền Trung,VNPT,SP 02, 59.85 
15-Jul-2019,Miền Bắc,Viettel,SP 02, 59.85 
15-Dec-2019,Miền Nam,FPT,SP 06, 90.00 
05-Dec-2020,Miền Bắc,Gà Excel,SP 02, 39.50 
28-Dec-2019,Miền Bắc,VNPT,SP 01, 239.85 
09-Feb-2019,Miền Nam,Viettel,SP 07, 297.86 
18-Dec-2019,Miền Nam,FPT,SP 02, 19.95 
11-Nov-2020,Miền Nam,Gà Excel,SP 05, 90.88 
30-Sep-2019,Miền Nam,VNPT,SP 05, 45.21 
19-Apr-2019,Miền Nam,Viettel,SP 08, 45.90 
23-Dec-2019,Miền Nam,FPT,SP 02, 19.95 
20-Jan-2019,Miền Trung,Gà Excel,SP 06, 630.00 
06-Feb-2020,Miền Nam,VNPT,SP 07, 46.06 
14-Dec-2019,Miền Bắc,Viettel,SP 04, 33.66 
02-Nov-2020,Miền Nam,FPT,SP 01, 155.10 
20-Dec-2019,Miền Nam,Gà Excel,SP 05, 22.95 
22-May-2020,Miền Trung,VNPT,SP 09, 72.75 
09-Nov-2020,Miền Trung,Viettel,SP 05, 45.90 
03-Dec-2020,Miền Bắc,FPT,SP 09, 49.25 
02-Dec-2020,Miền Nam,Gà Excel,SP 06, 60.00 
14-Dec-2019,Miền Nam,VNPT,SP 05, 22.95 
19-Oct-2020,Miền Nam,Viettel,SP 02, 39.50 
09-Nov-2020,Miền Nam,FPT,SP 01, 159.90 
08-Feb-2019,Miền Nam,Gà Excel,SP 05, 45.90 
06-Nov-2020,Miền Trung,VNPT,SP 10, 81.26 
06-Dec-2019,Miền Nam,Viettel,SP 08, 22.95 
15-Jul-2020,Miền Nam,FPT,SP 10, 55.00 
04-Nov-2019,Miền Nam,Gà Excel,SP 02, 58.35 
15-Dec-2019,Miền Bắc,VNPT,SP 02, 19.95 
12-Jul-2019,Miền Bắc,Viettel,SP 02, 59.85 
30-Nov-2019,Miền Trung,FPT,SP 10, 53.90 
05-Dec-2019,Miền Bắc,Gà Excel,SP 09, 75.00 
07-Aug-2019,Miền Nam,VNPT,SP 05, 45.90 
03-Nov-2020,Miền Nam,Viettel,SP 01, 79.95 
20-Nov-2020,Miền Trung,FPT,SP 04, 33.15 
14-Nov-2019,Miền Nam,Gà Excel,SP 08, 44.75 
18-Nov-2020,Miền Bắc,VNPT,SP 05, 68.85 
16-Dec-2019,Miền Nam,Viettel,SP 06, 59.40 
05-Sep-2019,Miền Trung,FPT,SP 03, 49.50 
18-Dec-2020,Miền Trung,Gà Excel,SP 03, 49.25 
08-Nov-2020,Miền Trung,VNPT,SP 10, 53.35 
26-Dec-2019,Miền Nam,Viettel,SP 02, 19.95 
16-Nov-2020,Miền Bắc,FPT,SP 09, 225.00 
04-Apr-2019,Miền Trung,Gà Excel,SP 04, 782.00 
16-Oct-2019,Miền Trung,VNPT,SP 05, 44.52 
28-Nov-2019,Miền Bắc,Viettel,SP 04, 33.66 
16-Nov-2020,Miền Trung,FPT,SP 05, 22.61 
23-Dec-2020,Miền Trung,Gà Excel,SP 06, 88.20 
04-Aug-2020,Miền Bắc,VNPT,SP 01, 239.85 
16-May-2020,Miền Bắc,Viettel,SP 02, 19.55 
27-Aug-2019,Miền Nam,FPT,SP 07, 70.50 
23-Dec-2019,Miền Bắc,Gà Excel,SP 03, 25.00 
24-Dec-2019,Miền Bắc,VNPT,SP 09, 24.50 
25-Apr-2019,Miền Nam,Viettel,SP 09, 24.25 
10-Dec-2020,Miền Nam,FPT,SP 05, 22.95 
12-Dec-2020,Miền Trung,Gà Excel,SP 06, 87.75 
13-Dec-2019,Miền Nam,VNPT,SP 10, 55.00 
27-Nov-2020,Miền Trung,Viettel,SP 04, 67.32 
14-Nov-2019,Miền Trung,FPT,SP 09, 49.00 
22-Jan-2019,Miền Nam,Gà Excel,SP 03, 49.00 
15-Dec-2020,Miền Nam,VNPT,SP 02, 97.76 
06-Nov-2019,Miền Bắc,Viettel,SP 04, 68.00 
16-Nov-2020,Miền Trung,FPT,SP 04, 99.45 
14-Nov-2020,Miền Bắc,Gà Excel,SP 04, 32.98 
25-Dec-2020,Miền Nam,VNPT,SP 01, 159.90 
16-Dec-2019,Miền Bắc,Viettel,SP 02, 58.35 
13-Dec-2020,Miền Nam,FPT,SP 09, 75.00 
26-Nov-2019,Miền Trung,Gà Excel,SP 04, 596.70 
16-Jun-2019,Miền Trung,VNPT,SP 09, 98.50 
14-Dec-2019,Miền Trung,Viettel,SP 02, 38.70 
03-Dec-2019,Miền Nam,FPT,SP 06, 60.00 
24-Mar-2019,Miền Trung,Gà Excel,SP 04, 33.49 
31-Jul-2020,Miền Trung,VNPT,SP 02, 19.55 
24-Nov-2019,Miền Trung,Viettel,SP 03, 48.75 
14-Feb-2019,Miền Nam,FPT,SP 06, 87.75 
22-Dec-2020,Miền Nam,Gà Excel,SP 02, 19.75 
02-Dec-2019,Miền Trung,VNPT,SP 08, 22.38 
10-Mar-2019,Miền Nam,Viettel,SP 04, 370.26 
20-Apr-2019,Miền Trung,FPT,SP 10, 108.90 
06-Nov-2019,Miền Trung,Gà Excel,SP 10, 53.35 
28-Dec-2020,Miền Nam,VNPT,SP 01, 155.90 
15-Nov-2020,Miền Bắc,Viettel,SP 02, 19.55 
10-Dec-2020,Miền Bắc,FPT,SP 03, 74.25 
30-Dec-2019,Miền Nam,Gà Excel,SP 02, 39.10 
18-Aug-2020,Miền Bắc,VNPT,SP 05, 22.49 
29-Nov-2020,Miền Bắc,Viettel,SP 02, 58.65 
14-Dec-2019,Miền Trung,FPT,SP 01, 79.15 
12-Feb-2020,Miền Nam,Gà Excel,SP 05, 45.90 
12-Nov-2020,Miền Trung,VNPT,SP 02, 59.25 
16-Dec-2019,Miền Nam,Viettel,SP 03, 73.50 
22-Dec-2020,Miền Nam,FPT,SP 09, 50.00 
15-Dec-2019,Miền Trung,Gà Excel,SP 03, 24.63 
24-Dec-2020,Miền Nam,VNPT,SP 03, 75.00 
04-Apr-2020,Miền Nam,Viettel,SP 09, 24.50 
05-Nov-2019,Miền Nam,FPT,SP 04, 68.00 
02-Dec-2020,Miền Bắc,Gà Excel,SP 07, 70.50 
08-Nov-2019,Miền Nam,VNPT,SP 06, 90.00 
27-Mar-2020,Miền Trung,Viettel,SP 05, 68.16 
08-Feb-2020,Miền Bắc,FPT,SP 09, 25.00 
22-Dec-2020,Miền Nam,Gà Excel,SP 04, 33.66 
06-Aug-2019,Miền Trung,VNPT,SP 08, 89.51 
15-Nov-2020,Miền Nam,Viettel,SP 05, 44.98 
26-May-2020,Miền Nam,FPT,SP 02, 39.30 
30-Jun-2020,Miền Nam,Gà Excel,SP 08, 68.85 
10-Jan-2020,Miền Trung,VNPT,SP 06, 90.00 
09-Oct-2019,Miền Bắc,Viettel,SP 06, 738.75 
16-Feb-2020,Miền Bắc,FPT,SP 06, 58.50 
30-Dec-2019,Miền Nam,Gà Excel,SP 07, 70.50 
21-Dec-2020,Miền Nam,VNPT,SP 09, 48.75 
27-Jun-2020,Miền Nam,Viettel,SP 05, 22.95 
01-Oct-2020,Miền Nam,FPT,SP 01, 237.45 
15-May-2019,Miền Bắc,Gà Excel,SP 02, 19.95 
26-Dec-2019,Miền Trung,VNPT,SP 02, 359.10 
04-Sep-2019,Miền Nam,Viettel,SP 03, 50.00 
03-Nov-2019,Miền Trung,FPT,SP 05, 527.85 
28-May-2020,Miền Bắc,Gà Excel,SP 05, 22.95 
18-Dec-2020,Miền Trung,VNPT,SP 09, 50.00 
23-Nov-2019,Miền Trung,Viettel,SP 01, 79.95 
28-Feb-2020,Miền Nam,FPT,SP 10, 27.50 
29-Nov-2020,Miền Nam,Gà Excel,SP 06, 90.00 
09-Dec-2020,Miền Trung,VNPT,SP 02, 39.90 
23-Feb-2019,Miền Nam,Viettel,SP 08, 22.38 
30-Nov-2019,Miền Trung,FPT,SP 09, 375.00 
11-Dec-2019,Miền Bắc,Gà Excel,SP 04, 67.32 
22-Nov-2020,Miền Bắc,VNPT,SP 09, 75.00 
28-Dec-2019,Miền Nam,Viettel,SP 03, 275.00 
17-Mar-2020,Miền Nam,FPT,SP 05, 45.90 
21-Oct-2019,Miền Nam,Gà Excel,SP 08, 45.44 
27-Sep-2020,Miền Trung,VNPT,SP 09, 25.00 
18-Nov-2020,Miền Bắc,Viettel,SP 02, 39.30 
01-Apr-2020,Miền Trung,FPT,SP 03, 24.25 
24-Dec-2019,Miền Nam,Gà Excel,SP 02, 79.80 
04-Feb-2019,Miền Nam,VNPT,SP 02, 59.85 
18-Nov-2020,Miền Nam,Viettel,SP 09, 74.25 
13-Nov-2019,Miền Trung,FPT,SP 05, 22.95 
11-Dec-2019,Miền Trung,Gà Excel,SP 02, 19.35 
20-Apr-2019,Miền Nam,VNPT,SP 01, 474.90 
22-Nov-2020,Miền Trung,Viettel,SP 04, 34.00 
07-Sep-2020,Miền Trung,FPT,SP 06, 177.30 
25-Aug-2019,Miền Bắc,Gà Excel,SP 07, 45.83 
21-Nov-2019,Miền Trung,VNPT,SP 04, 66.64 
30-Nov-2019,Miền Trung,Viettel,SP 05, 22.95 
20-Nov-2020,Miền Trung,FPT,SP 08, 67.47 
23-Nov-2019,Miền Nam,Gà Excel,SP 07, 46.06 
12-Dec-2019,Miền Nam,VNPT,SP 06, 30.00 
01-Jul-2019,Miền Nam,Viettel,SP 06, 30.00 
14-Nov-2019,Miền Nam,FPT,SP 04, 34.00 
15-Nov-2020,Miền Bắc,Gà Excel,SP 08, 44.98 
09-Dec-2019,Miền Bắc,VNPT,SP 05, 22.95 
27-Dec-2020,Miền Bắc,Viettel,SP 03, 50.00 
28-Nov-2019,Miền Trung,FPT,SP 02, 38.70 
12-Dec-2019,Miền Nam,Gà Excel,SP 03, 100.00 
18-Mar-2019,Miền Nam,VNPT,SP 05, 22.38 
09-Nov-2020,Miền Nam,Viettel,SP 05, 67.13 
08-Jun-2020,Miền Trung,FPT,SP 02, 59.85 
07-Nov-2020,Miền Trung,Gà Excel,SP 03, 416.50 
08-Nov-2020,Miền Trung,VNPT,SP 05, 67.47 
14-May-2020,Miền Nam,Viettel,SP 04, 34.00 
11-Oct-2019,Miền Bắc,FPT,SP 06, 87.75 
01-Apr-2020,Miền Bắc,Gà Excel,SP 02, 39.10 
01-Sep-2020,Miền Nam,VNPT,SP 08, 22.72 
20-Dec-2020,Miền Trung,Viettel,SP 05, 22.95 
27-Dec-2019,Miền Bắc,FPT,SP 03, 25.00 
19-Dec-2019,Miền Trung,Gà Excel,SP 08, 66.78 
21-Dec-2020,Miền Nam,VNPT,SP 05, 22.95 
08-Dec-2020,Miền Nam,Viettel,SP 06, 60.00 
17-Nov-2019,Miền Nam,FPT,SP 05, 67.13 
04-Nov-2019,Miền Bắc,Gà Excel,SP 08, 522.57 
17-Jul-2019,Miền Trung,VNPT,SP 05, 378.45 
29-May-2019,Miền Trung,Viettel,SP 04, 33.49 
09-Dec-2020,Miền Bắc,FPT,SP 05, 469.90 
25-Nov-2019,Miền Trung,Gà Excel,SP 08, 45.44 
24-Nov-2019,Miền Bắc,VNPT,SP 07, 399.50 
02-Aug-2019,Miền Trung,Viettel,SP 08, 45.90 
12-Dec-2020,Miền Nam,FPT,SP 05, 45.90 
08-Dec-2019,Miền Nam,Gà Excel,SP 01, 235.05 
07-Sep-2019,Miền Trung,VNPT,SP 09, 25.00 
04-Apr-2019,Miền Bắc,Viettel,SP 04, 33.15 
21-Nov-2020,Miền Trung,FPT,SP 05, 224.91 
01-Oct-2020,Miền Nam,Gà Excel,SP 04, 99.96 
05-Nov-2019,Miền Nam,VNPT,SP 09, 25.00 
12-Sep-2019,Miền Trung,Viettel,SP 01, 232.65 
08-Dec-2020,Miền Bắc,FPT,SP 02, 19.65 
03-Nov-2020,Miền Nam,Gà Excel,SP 05, 68.85 
02-Feb-2019,Miền Trung,VNPT,SP 08, 68.85 
04-Dec-2019,Miền Trung,Viettel,SP 09, 50.00 
09-Nov-2020,Miền Nam,FPT,SP 02, 58.65 
17-Nov-2020,Miền Trung,Gà Excel,SP 08, 68.85 
09-Dec-2019,Miền Nam,VNPT,SP 02, 39.30 
23-Nov-2020,Miền Bắc,Viettel,SP 02, 58.05 
01-Feb-2019,Miền Nam,FPT,SP 03, 48.50 
31-May-2019,Miền Bắc,Gà Excel,SP 05, 68.85 
04-Aug-2020,Miền Trung,VNPT,SP 04, 34.00 
02-Jul-2020,Miền Nam,Viettel,SP 04, 68.00 
13-Dec-2019,Miền Trung,FPT,SP 05, 22.72 
28-Nov-2020,Miền Trung,Gà Excel,SP 02, 59.85 
31-Dec-2020,Miền Bắc,VNPT,SP 04, 612.00 
20-Nov-2020,Miền Nam,Viettel,SP 08, 68.85 
15-Nov-2019,Miền Trung,FPT,SP 04, 34.00 
02-Feb-2020,Miền Nam,Gà Excel,SP 05, 436.05 
07-Dec-2019,Miền Trung,VNPT,SP 09, 75.00 
07-Nov-2019,Miền Bắc,Viettel,SP 09, 75.00 
18-Dec-2020,Miền Bắc,FPT,SP 08, 22.95 
30-Nov-2019,Miền Nam,Gà Excel,SP 02, 212.87 
20-Dec-2019,Miền Nam,VNPT,SP 04, 102.00 
26-Dec-2019,Miền Trung,Viettel,SP 03, 24.63 
17-Jul-2020,Miền Nam,FPT,SP 04, 68.00 
16-Sep-2020,Miền Nam,Gà Excel,SP 09, 48.50 
09-Dec-2020,Miền Nam,VNPT,SP 09, 72.75 
09-Nov-2020,Miền Nam,Viettel,SP 08, 44.98 
07-Dec-2020,Miền Nam,FPT,SP 09, 98.50 
17-Nov-2020,Miền Trung,Gà Excel,SP 01, 79.95 
10-Dec-2020,Miền Trung,VNPT,SP 05, 22.72 
15-Nov-2019,Miền Bắc,Viettel,SP 04, 68.00 
12-Nov-2019,Miền Trung,FPT,SP 02, 438.90 
20-Nov-2019,Miền Nam,Gà Excel,SP 03, 73.50 
12-Oct-2020,Miền Bắc,VNPT,SP 02, 58.95 
21-Dec-2020,Miền Nam,Viettel,SP 03, 48.75 
24-Jul-2019,Miền Nam,FPT,SP 08, 45.90 
22-Nov-2019,Miền Trung,Gà Excel,SP 04, 102.00 
25-Nov-2019,Miền Bắc,VNPT,SP 08, 45.44 
07-Dec-2020,Miền Bắc,Viettel,SP 01, 239.85 
26-Nov-2020,Miền Nam,FPT,SP 10, 55.00 
24-Dec-2020,Miền Nam,Gà Excel,SP 10, 53.35 
17-Dec-2019,Miền Trung,VNPT,SP 09, 74.25 
23-Jan-2019,Miền Nam,Viettel,SP 03, 50.00 
01-Apr-2020,Miền Nam,FPT,SP 08, 67.13 
15-Dec-2020,Miền Bắc,Gà Excel,SP 08, 223.76 
10-Dec-2020,Miền Trung,VNPT,SP 02, 19.95 
07-Dec-2019,Miền Bắc,Viettel,SP 05, 550.80 
21-Dec-2019,Miền Trung,FPT,SP 07, 70.50 
30-Nov-2019,Miền Bắc,Gà Excel,SP 01, 236.25 
15-Jun-2019,Miền Nam,VNPT,SP 04, 102.00 
22-Nov-2019,Miền Nam,Viettel,SP 08, 67.82 
16-Nov-2019,Miền Trung,FPT,SP 10, 82.50 
19-Dec-2020,Miền Trung,Gà Excel,SP 08, 539.78 
01-May-2020,Miền Trung,VNPT,SP 08, 67.82 
16-Feb-2019,Miền Trung,Viettel,SP 03, 74.25 
08-Jul-2020,Miền Nam,FPT,SP 08, 382.35 
21-Feb-2019,Miền Nam,Gà Excel,SP 04, 66.30 
25-Nov-2019,Miền Nam,VNPT,SP 07, 70.50 
27-Oct-2020,Miền Nam,Viettel,SP 03, 400.00 
22-Apr-2019,Miền Trung,FPT,SP 02, 59.85 
16-Nov-2020,Miền Bắc,Gà Excel,SP 02, 38.90 
17-Dec-2020,Miền Nam,VNPT,SP 02, 118.50 
11-Dec-2020,Miền Trung,Viettel,SP 03, 48.75 
14-Jun-2020,Miền Nam,FPT,SP 09, 73.13 
30-Dec-2020,Miền Bắc,Gà Excel,SP 03, 145.50 
19-Nov-2019,Miền Nam,VNPT,SP 09, 24.50 
13-Nov-2020,Miền Nam,Viettel,SP 02, 39.90 
02-Dec-2020,Miền Bắc,FPT,SP 06, 116.40 
28-Jan-2020,Miền Nam,Gà Excel,SP 06, 87.30 
31-Dec-2020,Miền Nam,VNPT,SP 05, 45.90 
17-Jun-2019,Miền Bắc,Viettel,SP 06, 60.00 
17-May-2019,Miền Nam,FPT,SP 04, 102.00 
04-Jun-2020,Miền Nam,Gà Excel,SP 04, 33.32 
05-Nov-2019,Miền Trung,VNPT,SP 04, 34.00 
31-Jul-2020,Miền Bắc,Viettel,SP 04, 68.00 
11-Nov-2019,Miền Bắc,FPT,SP 04, 66.98 
15-Oct-2020,Miền Nam,Gà Excel,SP 05, 68.85 
30-Apr-2020,Miền Nam,VNPT,SP 04, 33.49 
11-Dec-2019,Miền Nam,Viettel,SP 09, 72.75 
01-Dec-2020,Miền Trung,FPT,SP 09, 73.88 
29-Aug-2019,Miền Nam,Gà Excel,SP 08, 45.90 
14-Dec-2020,Miền Trung,VNPT,SP 08, 22.95 
02-Dec-2019,Miền Nam,Viettel,SP 03, 49.25 
05-Nov-2020,Miền Bắc,FPT,SP 02, 79.80 
09-Jul-2020,Miền Bắc,Gà Excel,SP 04, 65.96 
23-Dec-2020,Miền Bắc,VNPT,SP 02, 39.90 
24-Dec-2020,Miền Nam,Viettel,SP 09, 75.00 
19-Jan-2019,Miền Trung,FPT,SP 06, 88.20 
12-Oct-2019,Miền Nam,Gà Excel,SP 04, 102.00 
06-Nov-2019,Miền Nam,VNPT,SP 04, 34.00 
18-Jan-2020,Miền Nam,Viettel,SP 08, 321.30 
24-Jul-2020,Miền Nam,FPT,SP 10, 26.81 
02-Feb-2020,Miền Nam,Gà Excel,SP 04, 33.49 
17-Feb-2019,Miền Bắc,VNPT,SP 02, 58.35 
04-Oct-2020,Miền Nam,Viettel,SP 08, 45.44 
22-Jun-2020,Miền Nam,FPT,SP 07, 70.50 
15-Aug-2020,Miền Nam,Gà Excel,SP 03, 24.75 
28-Nov-2020,Miền Nam,VNPT,SP 09, 24.38 
25-Nov-2019,Miền Nam,Viettel,SP 09, 485.00 
04-Jul-2019,Miền Trung,FPT,SP 03, 48.50 
13-Mar-2020,Miền Nam,Gà Excel,SP 04, 33.15 
27-Sep-2019,Miền Trung,VNPT,SP 08, 22.95 
22-Dec-2020,Miền Trung,Viettel,SP 02, 39.10 
01-Aug-2019,Miền Bắc,FPT,SP 04, 433.16 
08-Nov-2020,Miền Nam,Gà Excel,SP 08, 494.80 
15-Dec-2020,Miền Bắc,VNPT,SP 03, 48.50 
18-Mar-2020,Miền Trung,Viettel,SP 03, 50.00 
19-Dec-2020,Miền Bắc,FPT,SP 05, 67.47 
11-Nov-2020,Miền Nam,Gà Excel,SP 02, 19.55 
06-Dec-2019,Miền Nam,VNPT,SP 10, 54.45 
07-Jul-2019,Miền Trung,Viettel,SP 05, 45.44 
17-Dec-2019,Miền Bắc,FPT,SP 03, 75.00 
07-Jun-2019,Miền Trung,Gà Excel,SP 09, 49.25 
07-Jun-2019,Miền Bắc,VNPT,SP 02, 58.95 
09-Jul-2020,Miền Nam,Viettel,SP 04, 33.66 
21-Oct-2020,Miền Trung,FPT,SP 04, 102.00 
11-Nov-2019,Miền Bắc,Gà Excel,SP 09, 74.25 
05-Dec-2019,Miền Bắc,VNPT,SP 02, 39.30 
19-Dec-2020,Miền Nam,Viettel,SP 10, 27.50 
10-Jul-2019,Miền Bắc,FPT,SP 07, 517.00 
26-Dec-2020,Miền Bắc,Gà Excel,SP 03, 73.88 
27-Nov-2020,Miền Trung,VNPT,SP 09, 75.00 
28-Oct-2019,Miền Bắc,Viettel,SP 02, 395.01 
24-Nov-2020,Miền Trung,FPT,SP 09, 50.00 
29-Nov-2019,Miền Trung,Gà Excel,SP 09, 75.00 
07-May-2020,Miền Nam,VNPT,SP 07, 45.83 
08-Jan-2020,Miền Bắc,Viettel,SP 07, 46.06 
29-Nov-2020,Miền Nam,FPT,SP 05, 229.50 
16-Sep-2020,Miền Nam,Gà Excel,SP 04, 66.64 
22-Oct-2019,Miền Nam,VNPT,SP 08, 22.95 
09-Nov-2020,Miền Trung,Viettel,SP 08, 44.75 
04-Nov-2020,Miền Nam,FPT,SP 06, 60.00 
23-Sep-2019,Miền Trung,Gà Excel,SP 02, 19.95 
27-Nov-2019,Miền Nam,VNPT,SP 09, 75.00 
18-Dec-2020,Miền Bắc,Viettel,SP 09, 75.00 
22-Aug-2020,Miền Trung,FPT,SP 06, 58.80 
23-Nov-2020,Miền Nam,Gà Excel,SP 09, 74.25 
04-Nov-2020,Miền Nam,VNPT,SP 08, 68.85 
29-Dec-2019,Miền Bắc,Viettel,SP 02, 38.90 
07-Dec-2019,Miền Nam,FPT,SP 08, 45.21 
13-Dec-2019,Miền Trung,Gà Excel,SP 03, 73.50 
04-Sep-2020,Miền Nam,VNPT,SP 02, 58.05 
23-Jan-2020,Miền Nam,Viettel,SP 08, 45.44 
16-Nov-2019,Miền Nam,FPT,SP 05, 22.95 
15-Nov-2019,Miền Trung,Gà Excel,SP 05, 68.85 
17-Jul-2020,Miền Nam,VNPT,SP 07, 45.59 
27-Dec-2020,Miền Nam,Viettel,SP 05, 534.28 
14-Jul-2019,Miền Trung,FPT,SP 04, 437.58 
03-Dec-2019,Miền Bắc,Gà Excel,SP 04, 33.32 
05-Dec-2020,Miền Trung,VNPT,SP 02, 59.25 
10-Apr-2020,Miền Nam,Viettel,SP 07, 46.53 
09-Dec-2020,Miền Nam,FPT,SP 04, 34.00 
17-Nov-2020,Miền Nam,Gà Excel,SP 03, 200.00 
21-Jan-2019,Miền Nam,VNPT,SP 04, 100.98 
12-Dec-2019,Miền Trung,Viettel,SP 04, 33.32 
01-Aug-2020,Miền Bắc,FPT,SP 02, 59.85 
08-Dec-2019,Miền Bắc,Gà Excel,SP 04, 66.64 
07-Dec-2019,Miền Nam,VNPT,SP 06, 120.00 
04-Nov-2020,Miền Nam,Viettel,SP 10, 82.50 
15-Dec-2020,Miền Bắc,FPT,SP 05, 504.90 
09-May-2019,Miền Nam,Gà Excel,SP 05, 67.13 
30-Nov-2019,Miền Nam,VNPT,SP 07, 23.03 
01-Aug-2019,Miền Nam,Viettel,SP 04, 99.96 
06-Nov-2020,Miền Trung,FPT,SP 09, 75.00 
11-Dec-2020,Miền Nam,Gà Excel,SP 06, 58.20 
20-Dec-2019,Miền Trung,VNPT,SP 06, 58.20 
26-Aug-2019,Miền Trung,Viettel,SP 02, 19.35 
23-May-2019,Miền Bắc,FPT,SP 05, 68.16 
23-May-2020,Miền Nam,Gà Excel,SP 09, 73.50 
11-Nov-2020,Miền Nam,VNPT,SP 01, 156.70 
10-Apr-2019,Miền Trung,Viettel,SP 07, 46.53 
10-Dec-2020,Miền Nam,FPT,SP 08, 68.16 
25-Dec-2020,Miền Bắc,Gà Excel,SP 10, 53.90 
28-Apr-2019,Miền Trung,VNPT,SP 05, 67.47 
20-Dec-2019,Miền Trung,Viettel,SP 05, 89.05 
06-Nov-2019,Miền Nam,FPT,SP 08, 44.52 
14-Feb-2020,Miền Trung,Gà Excel,SP 04, 102.00 
10-Mar-2019,Miền Nam,VNPT,SP 07, 46.53 
26-Aug-2020,Miền Bắc,Viettel,SP 04, 100.98 
01-Jun-2019,Miền Nam,FPT,SP 07, 162.86 
17-Jan-2020,Miền Trung,Gà Excel,SP 04, 66.30 
02-Sep-2020,Miền Trung,VNPT,SP 10, 55.00 
01-Dec-2019,Miền Bắc,Viettel,SP 08, 45.44 
25-Dec-2020,Miền Trung,FPT,SP 02, 59.85 
20-Aug-2019,Miền Trung,Gà Excel,SP 08, 22.72 
16-Apr-2019,Miền Trung,VNPT,SP 06, 87.75 
26-Nov-2020,Miền Nam,Viettel,SP 08, 68.16 
12-Dec-2019,Miền Trung,FPT,SP 03, 25.00 
13-Jun-2019,Miền Nam,Gà Excel,SP 10, 375.38 
21-Dec-2019,Miền Trung,VNPT,SP 02, 58.65 
26-Aug-2019,Miền Nam,Viettel,SP 08, 45.90 
05-Jun-2019,Miền Trung,FPT,SP 05, 44.52 
04-Nov-2020,Miền Trung,Gà Excel,SP 07, 70.50 
04-Nov-2020,Miền Bắc,VNPT,SP 05, 68.16 
12-Aug-2020,Miền Trung,Viettel,SP 08, 45.44 
11-Dec-2019,Miền Bắc,FPT,SP 07, 376.00 
21-Dec-2020,Miền Bắc,Gà Excel,SP 06, 59.40 
07-Nov-2020,Miền Trung,VNPT,SP 08, 45.90 
22-Dec-2019,Miền Nam,Viettel,SP 10, 53.63 
27-Nov-2019,Miền Nam,FPT,SP 08, 45.90 
05-Dec-2019,Miền Bắc,Gà Excel,SP 06, 30.00 
23-Dec-2019,Miền Trung,VNPT,SP 05, 45.44 
17-Dec-2020,Miền Nam,Viettel,SP 10, 82.50 
13-Apr-2020,Miền Trung,FPT,SP 03, 24.75 
01-Nov-2019,Miền Trung,Gà Excel,SP 08, 321.30 
19-Jul-2020,Miền Bắc,VNPT,SP 08, 22.95 
19-Dec-2019,Miền Bắc,Viettel,SP 07, 70.50 
20-Nov-2019,Miền Trung,FPT,SP 03, 100.00 
14-Nov-2019,Miền Bắc,Gà Excel,SP 09, 73.50 
21-Dec-2019,Miền Bắc,VNPT,SP 10, 27.50 
19-Sep-2020,Miền Nam,Viettel,SP 03, 50.00 
20-Nov-2020,Miền Bắc,FPT,SP 04, 66.30 
11-Jun-2020,Miền Bắc,Gà Excel,SP 09, 24.63 
26-Dec-2019,Miền Nam,VNPT,SP 05, 44.52 
16-Jul-2020,Miền Nam,Viettel,SP 02, 58.05 
06-Nov-2020,Miền Nam,FPT,SP 05, 67.13 
11-Nov-2020,Miền Bắc,Gà Excel,SP 05, 68.16 
